
KERNEL: booting...
===========================================================
HellfireOS v2.19.03 (4.9.3) [Jul  7 2020, 15:50:53]
Embedded Systems Group - GSE, PUCRS - [2007 - 2019]
===========================================================

arch:          mips/plasma
sys clk:       25000 kHz
time slice:    10480 us
heap size:     500000 bytes
max tasks:     30

HAL: _vm_init()
HAL: _sched_init()
HAL: _timer_init()
HAL: _irq_init()
HAL: _device_init()
KERNEL: this is core #1
KERNEL: NoC queue init, 64 packets
KERNEL: NoC driver registered
HAL: _task_init()
KERNEL: [idle task], id: 0, p:0, c:0, d:0, addr: 10001318, sp: 1000caa4, ss: 1024 bytes
KERNEL: [W1], id: 1, p:0, c:0, d:0, addr: 100004b4, sp: 1000daac, ss: 4096 bytes
KERNEL: [T], id: 2, p:0, c:0, d:0, addr: 100008b0, sp: 1000eab4, ss: 4096 bytes
KERNEL: free heap: 481264 bytes
KERNEL: HellfireOS is up
cpu 1, name W1, thread 1.
W cpu 0, port 2000, channel 1, size 132, crc 43859b4a [free queue: 64]  (CRC32 pass) received_messages 80 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc a0598af2 [free queue: 64]  (CRC32 pass) received_messages 81 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 9367d075 [free queue: 64]  (CRC32 pass) received_messages 82 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc e17076ab [free queue: 64]  (CRC32 pass) received_messages 83 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc bd5b82e8 [free queue: 64]  (CRC32 pass) received_messages 84 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc bf3436c5 [free queue: 64]  (CRC32 pass) received_messages 85 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 673ce066 [free queue: 64]  (CRC32 pass) received_messages 86 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc c256ef44 [free queue: 64]  (CRC32 pass) received_messages 87 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 6e2c59b0 [free queue: 64]  (CRC32 pass) received_messages 88 process copy send 
W cpu 0, port 2000, channel 1, size 132, crc 34019dcf [free queue: 64]  (CRC32 pass) received_messages 89 process copy send 
